by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5,average_comments_sentiment,overall_comments_sentiment,dist_stars(submission-month_1),percent_stars(submission-month_1),dist_stars(month_1-month_2),percent_stars(month_1-month_2),dist_stars(month_2-month_3),percent_stars(month_2-month_3),dist_stars(month_3-month_4),percent_stars(month_3-month_4),dist_stars(month_4-month_5),percent_stars(month_4-month_5),dist_forks(submission-month_1),percent_forks(submission-month_1),dist_forks(month_1-month_2),percent_forks(month_1-month_2),dist_forks(month_2-month_3),percent_forks(month_2-month_3),dist_forks(month_3-month_4),percent_forks(month_3-month_4),dist_forks(month_4-month_5),percent_forks(month_4-month_5),dist_commits(submission-month_1),percent_commits(submission-month_1),dist_commits(month_1-month_2),percent_commits(month_1-month_2),dist_commits(month_2-month_3),percent_commits(month_2-month_3),dist_commits(month_3-month_4),percent_commits(month_3-month_4),dist_commits(month_4-month_5),percent_commits(month_4-month_5),dist_pull_requests(submission-month_1),percent_pull_requests(submission-month_1),dist_pull_requests(month_1-month_2),percent_pull_requests(month_1-month_2),dist_pull_requests(month_2-month_3),percent_pull_requests(month_2-month_3),dist_pull_requests(month_3-month_4),percent_pull_requests(month_3-month_4),dist_pull_requests(month_4-month_5),percent_pull_requests(month_4-month_5),dist_contributors(submission-month_1),percent_contributors(submission-month_1),dist_contributors(month_1-month_2),percent_contributors(month_1-month_2),dist_contributors(month_2-month_3),percent_contributors(month_2-month_3),dist_contributors(month_3-month_4),percent_contributors(month_3-month_4),dist_contributors(month_4-month_5),percent_contributors(month_4-month_5),sentiment
homarp,39423586,2,2024-02-18 21:32:00 UTC,Mikupad is a LLM Front end in a single HTML file,https://github.com/lmg-anon/mikupad,26,51,79,94,115,131,1,33,56,88,93,98,0,14,31,54,58,58,2,6,8,9,12,12,1,5,4,3,2,1,0.0,0,25,96.15384615384612,28,54.90196078431373,15,18.987341772151893,21,22.34042553191489,16,13.913043478260876,4,200.0,2,33.333333333333314,1,12.5,3,33.333333333333314,0,0.0,32,3200.0,23,69.69696969696969,32,57.14285714285714,5,5.681818181818187,5,5.376344086021504,14,0.0,17,121.42857142857144,23,74.19354838709677,4,7.407407407407419,0,0.0,4,400.0,-1,-20.0,-1,-25.0,-1,-33.33333333333334,-1,-50.0,Neutral
hk__2,39434941,2,2024-02-19 21:17:24 UTC,Show HN: Anycode – import anything from a Python module thanks to ChatGPT,https://github.com/bfontaine/Anycode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Negative
trzy,39441654,5,2024-02-20 14:22:03 UTC,Owl: Open-Source Always-On Wearable AI with Reference Device or Apple Watch,https://github.com/OwlAIProject/Owl,71,155,192,215,233,254,14,14,14,14,14,14,15,15,15,15,15,15,13,27,28,30,30,31,6,0,0,0,0,0,1.0,1,84,118.3098591549296,37,23.870967741935488,23,11.979166666666671,18,8.372093023255815,21,9.012875536480692,14,107.69230769230772,1,3.7037037037036953,2,7.142857142857139,0,0.0,1,3.333333333333343,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-6,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
wsieroci,39453436,20,2024-02-21 13:21:40 UTC,Show HN: Notion-inspired open-source chatbot builder (Typeform alternative),https://github.com/simulaiofficial/simulai,3,25,29,32,35,38,1,20,20,20,21,21,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,0,1,0,0.0,0,22,733.3333333333334,4,15.999999999999986,3,10.34482758620689,3,9.375,3,8.57142857142857,1,0.0,0,0.0,0,0.0,1,100.0,0,0.0,19,1900.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,1,0.0,-1,-100.0,Neutral
kuprel,39473864,19,2024-02-22 21:56:40 UTC,55x Speedup of Andrej Karpathy's Minbpe LLM Tokenizer with PyTorch/CUDA,https://github.com/kuprel/minbpe-pytorch,5,8,10,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,60.0,2,25.0,1,10.000000000000014,1,9.09090909090908,1,8.333333333333329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
koreyspace,39478773,4,2024-02-23 09:49:36 UTC,Generative AI for Beginners – Version 2,https://github.com/microsoft/generative-ai-for-beginners,7901,17501,19097,24788,32432,36137,9,20,28,52,69,75,36,67,94,136,178,203,3398,7464,8925,11116,13930,15290,17,19,13,13,20,13,0.0,0,9600,121.50360713833687,1596,9.119478886920746,5691,29.800492223909515,7644,30.83750201710504,3705,11.423902318697586,4066,119.6586227192466,1461,19.57395498392283,2191,24.54901960784315,2814,25.31486146095719,1360,9.763101220387654,11,122.22222222222224,8,40.0,24,85.71428571428572,17,32.69230769230768,6,8.695652173913032,31,86.11111111111111,27,40.29850746268659,42,44.680851063829806,42,30.882352941176464,25,14.044943820224717,2,11.764705882352942,-6,-31.57894736842105,0,0.0,7,53.84615384615387,-7,-35.0,Neutral
ashu_trv,39478890,4,2024-02-23 10:07:31 UTC,Show HN: Instantly create video clips from LLM prompts,https://github.com/video-db/PromptClip,14,17,21,23,30,36,1,1,2,2,3,13,2,2,2,2,3,9,2,2,3,3,5,6,2,0,1,0,1,2,0.5,0,3,21.428571428571416,4,23.529411764705884,2,9.523809523809533,7,30.434782608695656,6,20.0,0,0.0,1,50.0,0,0.0,2,66.66666666666669,1,20.0,0,0.0,1,100.0,0,0.0,1,50.0,10,333.3333333333333,0,0.0,0,0.0,0,0.0,1,50.0,6,200.0,-2,-100.0,1,0.0,-1,-100.0,1,0.0,1,100.0,Neutral
mfiguiere,39481554,422,2024-02-23 15:15:23 UTC,"Gemma.cpp: lightweight, standalone C++ inference engine for Gemma models",https://github.com/google/gemma.cpp,369,795,901,1022,1148,1208,167,295,377,655,861,962,66,141,189,322,416,473,52,77,88,96,111,116,13,10,5,4,2,2,0.1428571428571428,0,426,115.4471544715447,106,13.333333333333329,121,13.42952275249722,126,12.328767123287676,60,5.226480836236931,25,48.07692307692309,11,14.285714285714278,8,9.09090909090908,15,15.625,5,4.504504504504496,128,76.64670658682635,82,27.79661016949153,278,73.74005305039788,206,31.450381679389324,101,11.730545876887334,75,113.63636363636364,48,34.04255319148936,133,70.37037037037038,94,29.19254658385094,57,13.70192307692308,-3,-23.076923076923062,-5,-50.0,-1,-20.0,-2,-50.0,0,0.0,Neutral
eigenvalue,39496160,64,2024-02-24 23:41:57 UTC,The Lighthill Debate on AI from 1973: An Introduction and Transcript,https://github.com/Dicklesworthstone/the_lighthill_debate_on_ai,4,5,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,25.0,0,0.0,1,20.0,0,0.0,1,16.66666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
shellc,39507908,21,2024-02-26 05:18:43 UTC,Show HN: Iauto – Low-Code automation tool that integrates LLM and RPA,https://github.com/shellc/iauto,11,20,24,26,29,30,20,24,24,26,26,26,0,0,0,0,0,0,2,3,3,3,3,3,1,1,0,1,0,0,1.0,1,9,81.81818181818181,4,20.0,2,8.333333333333329,3,11.538461538461547,1,3.448275862068968,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,4,20.0,0,0.0,2,8.333333333333329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,0,0.0,Positve
yuapted020,39509681,8,2024-02-26 10:40:49 UTC,Show HN: Unlock PDF Insights with Google Gemini: AI-Powered Summarization,https://github.com/yuanyuanyuan/bardpdftopguide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
ddanielecki,39527509,1,2024-02-27 18:21:23 UTC,Feedback on v0 (Vercel's AI for front end components),https://github.com/tamotam-com/tamotam-website,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
johnd0e_,39528357,39,2024-02-27 19:17:30 UTC,Show HN: Gemini OpenAI API Proxy. Serverless,https://github.com/PublicAffairs/openai-gemini,147,182,212,226,244,261,2,7,7,7,11,13,0,0,0,3,5,5,89,121,148,162,181,202,1,1,0,1,1,1,-0.25,0,35,23.80952380952381,30,16.483516483516496,14,6.603773584905667,18,7.964601769911496,17,6.967213114754102,32,35.95505617977528,27,22.314049586776846,14,9.459459459459453,19,11.728395061728406,21,11.60220994475138,5,250.0,0,0.0,0,0.0,4,57.14285714285714,2,18.181818181818187,0,0.0,0,0.0,3,0.0,2,66.66666666666669,0,0.0,0,0.0,-1,-100.0,1,0.0,0,0.0,0,0.0,Neutral
guimartin,39533223,1,2024-02-28 02:34:27 UTC,.NET SDK for Google Gemini,https://github.com/gsilvamartin/dotnet-gemini-sdk,5,9,19,30,32,33,16,30,30,30,30,30,7,9,9,10,11,11,0,3,4,6,8,10,1,1,0,1,1,0,0.0,0,4,80.0,10,111.11111111111111,11,57.89473684210526,2,6.666666666666671,1,3.125,3,0.0,1,33.333333333333314,2,50.0,2,33.333333333333314,2,25.0,14,87.5,0,0.0,0,0.0,0,0.0,0,0.0,2,28.571428571428584,0,0.0,1,11.111111111111114,1,10.000000000000014,0,0.0,0,0.0,-1,-100.0,1,0.0,0,0.0,-1,-100.0,Neutral
manuxp,39543056,5,2024-02-28 20:27:05 UTC,Show HN: Finetune a Gemma 2B model for codegen,https://github.com/manooshree/PEFT-qLORA-Gemma2B,12,14,14,16,17,17,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2,16.66666666666667,0,0.0,2,14.285714285714278,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mehmet_mhy,39571690,2,2024-03-02 11:00:13 UTC,Show HN: A simple CLI chat tool to easily interface with OpenAI's LLM models,https://github.com/MehmetMHY/cha,19,25,27,29,34,35,45,50,62,67,73,74,14,16,19,21,25,27,2,2,2,2,2,3,1,1,1,1,1,2,0.0,0,6,31.57894736842107,2,8.0,2,7.407407407407419,5,17.24137931034481,1,2.941176470588232,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,5,11.111111111111114,12,24.0,5,8.064516129032256,6,8.955223880597018,1,1.3698630136986338,2,14.285714285714278,3,18.75,2,10.5263157894737,4,19.04761904761905,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,Neutral
ffmegaman,39599977,1,2024-03-05 06:09:16 UTC,Translate internationalization files via OpenAI as a Ruby gem,https://github.com/philipqnguyen/gai18n,5,5,6,6,9,13,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0.0,1,20.0,0,0.0,3,50.0,4,44.44444444444443,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
hrazhadas,39614258,1,2024-03-06 10:03:10 UTC,Hebew Generative AI Guide,https://github.com/TovTechOrg/Heb-Gen-AI,26,26,26,26,26,26,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
edunteman,39619053,218,2024-03-06 18:17:42 UTC,Show HN: Fructose – LLM calls as strongly typed functions,https://github.com/bananaml/fructose,536,603,626,627,633,638,24,33,33,33,33,33,11,14,14,14,14,14,7,9,10,10,10,10,3,2,0,0,0,0,0.3928571428571428,0,67,12.5,23,3.814262023217239,1,0.1597444089456843,6,0.956937799043061,5,0.7898894154818379,2,28.571428571428584,1,11.111111111111114,0,0.0,0,0.0,0,0.0,9,37.5,0,0.0,0,0.0,0,0.0,0,0.0,3,27.272727272727263,0,0.0,0,0.0,0,0.0,0,0.0,-1,-33.33333333333334,-2,-100.0,0,0.0,0,0.0,0,0.0,Neutral
gotobe,39641805,2,2024-03-08 15:18:23 UTC,Show HN: Context-aware AI chatbot from terminal,https://github.com/gauthierpiarrette/akita-ai,11,11,11,12,13,13,28,44,46,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,0,0.0,0,0.0,1,9.09090909090908,1,8.333333333333329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,57.14285714285714,2,4.545454545454547,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,Positve
KhoomeiK,39658610,239,2024-03-10 12:40:43 UTC,Show HN: LlamaGym – fine-tune LLM agents with online reinforcement learning,https://github.com/KhoomeiK/LlamaGym,804,849,871,888,906,917,22,22,22,22,22,22,3,3,3,3,3,3,32,36,38,40,42,43,2,0,0,0,0,0,0.3846153846153846,0,45,5.597014925373145,22,2.591283863368659,17,1.9517795637198527,18,2.027027027027017,11,1.214128035320087,4,12.5,2,5.555555555555557,2,5.263157894736835,2,5.0,1,2.38095238095238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
johnd0e_,39664488,9,2024-03-11 02:48:35 UTC,Show HN: GitHub Copilot => OpenAI API Proxy. Serverless,https://github.com/PublicAffairs/openai-github-copilot,18,18,18,18,18,18,30,30,30,30,30,30,0,0,0,0,0,0,3,3,3,3,3,3,1,0,0,0,0,0,-0.25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mufeedvh,39672932,4,2024-03-11 20:32:28 UTC,Show HN: Code2prompt – Generate LLM prompts from your codebase,https://github.com/mufeedvh/code2prompt,218,307,356,823,1168,1383,21,30,33,40,40,42,12,14,20,22,24,26,14,23,31,51,62,75,4,2,3,2,1,1,0.0,0,89,40.8256880733945,49,15.960912052117266,467,131.17977528089887,345,41.9198055893074,215,18.407534246575352,9,64.28571428571428,8,34.782608695652186,20,64.51612903225808,11,21.568627450980387,13,20.967741935483872,9,42.85714285714286,3,10.000000000000014,7,21.212121212121215,0,0.0,2,5.0,2,16.66666666666667,6,42.85714285714286,2,10.000000000000014,2,9.09090909090908,2,8.333333333333329,-2,-50.0,1,50.0,-1,-33.33333333333334,-1,-50.0,0,0.0,Neutral
nmca,39675054,362,2024-03-12 01:12:22 UTC,OpenAI – transformer debugger release,https://github.com/openai/transformer-debugger,3310,3467,3664,3706,3737,3758,14,16,17,20,20,20,27,30,33,34,34,34,196,204,227,230,232,233,12,2,3,2,0,0,0.0,0,157,4.743202416918436,197,5.682145947505049,42,1.146288209606979,31,0.836481381543436,21,0.5619480867005535,8,4.081632653061234,23,11.274509803921577,3,1.3215859030837152,2,0.8695652173912976,1,0.4310344827586334,2,14.285714285714278,1,6.25,3,17.64705882352942,0,0.0,0,0.0,3,11.111111111111114,3,10.000000000000014,1,3.030303030303031,0,0.0,0,0.0,-10,-83.33333333333334,1,50.0,-1,-33.33333333333334,-2,-100.0,0,0.0,Neutral
henryobj,39680583,1,2024-03-12 15:21:43 UTC,Code to Prototype for Open AI Assistants SaaS,https://github.com/HenryObj/assistants,4,4,4,4,6,6,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
vincelam,39691058,1,2024-03-13 13:32:47 UTC,Curated List of 50 Open-Source LLM Inference Tools: Seeking Contributions,https://github.com/vince-lam/awesome-local-llms,90,165,217,260,290,323,24,30,37,40,41,41,15,19,24,26,26,26,6,11,14,15,17,20,2,1,1,1,1,0,0.0,0,75,83.33333333333331,52,31.51515151515153,43,19.815668202764968,30,11.538461538461547,33,11.379310344827571,5,83.33333333333331,3,27.272727272727263,1,7.142857142857139,2,13.333333333333329,3,17.64705882352942,6,25.0,7,23.333333333333343,3,8.108108108108112,1,2.499999999999986,0,0.0,4,26.666666666666657,5,26.315789473684205,2,8.333333333333329,0,0.0,0,0.0,-1,-50.0,0,0.0,0,0.0,0,0.0,-1,-100.0,Neutral
PL_Venard,39692249,59,2024-03-13 15:14:04 UTC,Show HN: Phospho – Text Analytics for LLM Apps (Posthog for Prompts),https://github.com/phospho-app/phospho,191,207,266,281,292,303,394,837,1182,1553,2093,2676,182,385,649,962,1301,1635,13,16,18,22,25,25,7,4,4,7,5,5,0.2,0,16,8.376963350785346,59,28.50241545893718,15,5.63909774436091,11,3.914590747330962,11,3.76712328767124,3,23.07692307692308,2,12.5,4,22.22222222222223,3,13.63636363636364,0,0.0,443,112.43654822335026,345,41.21863799283153,371,31.387478849407785,540,34.77141017385705,583,27.85475394171047,203,111.53846153846156,264,68.57142857142858,313,48.22804314329738,339,35.23908523908523,334,25.67255956956187,-3,-42.85714285714286,0,0.0,3,75.0,-2,-28.57142857142857,0,0.0,Neutral
calebkaiser,39695719,19,2024-03-13 18:48:55 UTC,Show HN: Comet LLM - Open-source prompt management and analytics,https://github.com/comet-ml/comet-llm,66,83,100,113,130,149,16,43,54,66,69,69,6,24,32,42,45,45,3,4,5,7,9,13,2,5,4,3,2,0,-1.0,-1,17,25.75757575757575,17,20.48192771084338,13,12.999999999999986,17,15.044247787610615,19,14.615384615384611,1,33.333333333333314,1,25.0,2,40.0,2,28.571428571428584,4,44.44444444444443,27,168.75,11,25.581395348837205,12,22.22222222222223,3,4.545454545454547,0,0.0,18,300.0,8,33.333333333333314,10,31.25,3,7.142857142857139,0,0.0,3,150.0,-1,-20.0,-1,-25.0,-1,-33.33333333333334,-2,-100.0,Negative
Brandon_Chen,39700086,1,2024-03-14 02:44:04 UTC,Any recommended AI tools to help with organizing and renaming files?,https://github.com/Brandon-c-tech/PDFs-AI-rename,104,120,124,139,145,147,5,5,5,5,5,5,0,0,0,0,0,0,10,11,11,13,13,14,1,0,0,0,0,0,0.5,0,16,15.384615384615373,4,3.333333333333343,15,12.09677419354837,6,4.3165467625899225,2,1.3793103448275872,1,10.000000000000014,0,0.0,2,18.181818181818187,0,0.0,1,7.692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
iamyadav,39704597,29,2024-03-14 14:37:33 UTC,Show HN: Open-source AI studio – Core infrastructure stack for LLM Apps,https://github.com/missingstudio/ai,49,49,49,49,49,49,21,21,21,21,21,21,0,0,0,0,0,0,4,4,4,4,4,4,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
maxbaines,39724679,9,2024-03-16 10:26:49 UTC,OpenAI/Grok,https://github.com/openai/grok,4168,4331,4382,4410,4435,4460,2,2,2,2,2,2,11,11,11,11,11,11,433,450,461,468,470,474,7,0,0,0,0,0,0.0,0,163,3.910748560460647,51,1.1775571461556211,28,0.6389776357827515,25,0.5668934240362802,25,0.5636978579481422,17,3.926096997690536,11,2.444444444444443,7,1.518438177874188,2,0.4273504273504329,4,0.8510638297872362,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-7,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
yugtripathi,39728609,2,2024-03-16 19:13:09 UTC,Get AI-Powered Responses During Interviews,https://github.com/innovatorved/realtime-interview-copilot,0,0,2,8,18,25,3,6,8,9,9,11,0,0,0,0,0,0,0,0,1,1,3,4,1,1,1,1,0,1,0.0,0,0,0.0,2,0.0,6,300.0,10,125.0,7,38.888888888888886,0,0.0,1,0.0,0,0.0,2,200.0,1,33.333333333333314,3,100.0,2,33.333333333333314,1,12.5,0,0.0,2,22.22222222222223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,Neutral
Davidbrcz,39733275,412,2024-03-17 10:15:23 UTC,LLM4Decompile: Decompiling Binary Code with LLM,https://github.com/albertan017/LLM4Decompile,235,350,465,598,685,751,2,24,46,78,78,82,0,2,4,4,4,5,25,36,47,55,59,65,1,3,3,2,0,3,0.0833333333333333,0,115,48.93617021276594,115,32.85714285714286,133,28.60215053763443,87,14.548494983277592,66,9.635036496350352,11,44.0,11,30.55555555555557,8,17.02127659574468,4,7.27272727272728,6,10.169491525423725,22,1100.0,22,91.66666666666669,32,69.56521739130434,0,0.0,4,5.128205128205138,2,0.0,2,100.0,0,0.0,0,0.0,1,25.0,2,200.0,0,0.0,-1,-33.33333333333334,-2,-100.0,3,0.0,Neutral
thunderbong,39741223,2,2024-03-18 07:30:44 UTC,Rocketnotes: AI-powered Markdown note taking app,https://github.com/fynnfluegge/rocketnotes,15,115,122,126,130,151,30,32,40,50,60,81,9,13,23,29,35,42,0,11,12,13,14,15,2,2,2,2,2,2,0.0,0,100,666.6666666666667,7,6.08695652173914,4,3.278688524590166,4,3.174603174603192,21,16.15384615384616,11,0.0,1,9.09090909090908,1,8.333333333333329,1,7.692307692307693,1,7.142857142857139,2,6.666666666666671,8,25.0,10,25.0,10,20.0,21,35.0,4,44.44444444444443,10,76.9230769230769,6,26.08695652173914,6,20.689655172413797,7,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
avisoori1x,39742921,88,2024-03-18 11:57:46 UTC,Implementation of mixture of experts language model in a single file of PyTorch,https://github.com/AviSoori1x/makeMoE,48,71,95,110,125,133,1,1,1,1,1,1,0,0,0,2,4,4,4,9,11,16,21,22,1,0,0,1,1,0,0.5,0,23,47.916666666666686,24,33.80281690140845,15,15.789473684210536,15,13.63636363636364,8,6.400000000000006,5,125.0,2,22.22222222222223,5,45.45454545454547,5,31.25,1,4.761904761904773,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,2,100.0,0,0.0,-1,-100.0,0,0.0,1,0.0,0,0.0,-1,-100.0,Neutral
nickrubin,39745378,7,2024-03-18 14:52:21 UTC,Is Claude Sentient?,https://github.com/daveshap/Claude_Sentience,2,2,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,50.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
rags1,39748603,30,2024-03-18 19:10:18 UTC,Show HN: Next-Gen AI Training: LLM-RLHF-Tuning with PPO and DPO,https://github.com/raghavc/LLM-RLHF-Tuning-with-PPO-and-DPO,10,15,25,32,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0.25,0,5,50.0,10,66.66666666666669,7,28.0,2,6.25,2,5.882352941176478,0,0.0,1,0.0,1,100.0,1,50.0,1,33.333333333333314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
nopro,39752258,32,2024-03-19 01:59:31 UTC,Show HN: Arthas.ai – An open-source alternative to character.ai,https://github.com/bennyschmidt/Arthas.AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
obiefernandez,39759742,1,2024-03-19 20:07:44 UTC,OpenRouter AI for Ruby,https://github.com/OlympiaAI/open_router,16,30,31,37,38,40,1,10,10,10,10,10,0,0,0,1,1,1,0,1,1,2,4,4,1,1,0,1,0,0,1.0,1,14,87.5,1,3.333333333333343,6,19.354838709677423,1,2.702702702702694,2,5.263157894736835,1,0.0,0,0.0,1,100.0,2,100.0,0,0.0,9,900.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,0,0.0,Positve
