repo_full_name,owner,repo_name,repo_creation_date,contributor_count,push_count,star_count,fork_count
h2oai/h2o-llmstudio,h2oai,h2o-llmstudio,2023-04-19 04:33:24 UTC,4413,2336,4034,459
serp-ai/bark-with-voice-clone,serp-ai,bark-with-voice-clone,2023-04-21 12:47:06 UTC,3598,34,3179,464
promptfoo/promptfoo,promptfoo,promptfoo,2023-06-28 05:36:43 UTC,5659,8624,5146,464
ricklamers/gpt-code-ui,ricklamers,gpt-code-ui,2023-05-18 10:30:25 UTC,3766,65,3501,466
huggingface/alignment-handbook,huggingface,alignment-handbook,2023-10-10 14:56:43 UTC,5163,189,4870,466
reorproject/reor,reorproject,reor,2023-11-28 21:45:36 UTC,7650,1222,7401,472
skydoves/chatgpt-android,skydoves,chatgpt-android,2022-12-09 11:40:33 UTC,4267,317,3922,473
EniasCailliau/GirlfriendGPT,EniasCailliau,GirlfriendGPT,2023-05-21 09:04:39 UTC,2921,96,2559,473
sweepai/sweep,sweepai,sweep,2023-06-14 10:00:13 UTC,7637,18856,7365,476
rawandahmad698/PyChatGPT,rawandahmad698,PyChatGPT,2022-12-05 09:41:53 UTC,4626,63,4269,478
spdustin/ChatGPT-AutoExpert,spdustin,ChatGPT-AutoExpert,2023-10-01 02:30:15 UTC,6775,160,6583,480
agiresearch/AIOS,agiresearch,AIOS,2024-03-15 17:47:32 UTC,4084,461,3835,480
deepseek-ai/DeepSeek-V2,deepseek-ai,DeepSeek-V2,2024-05-06 13:22:19 UTC,5184,27,4680,480
ollama-webui/ollama-webui,ollama-webui,ollama-webui,2023-10-06 22:08:28 UTC,5209,890,4842,488
getzep/zep,getzep,zep,2023-05-10 15:56:32 UTC,3377,543,2989,490
gcui-art/suno-api,gcui-art,suno-api,2024-03-27 09:50:38 UTC,2340,92,1803,494
nat/openplayground,nat,openplayground,2023-04-04 03:45:44 UTC,6356,57,6031,495
filip-michalsky/SalesGPT,filip-michalsky,SalesGPT,2023-04-24 20:05:05 UTC,2456,336,2108,496
PrefectHQ/marvin,PrefectHQ,marvin,2023-03-29 01:39:04 UTC,5582,2435,5193,499
LostRuins/koboldcpp,LostRuins,koboldcpp,2023-04-03 02:35:21 UTC,7231,3093,6444,500
SuperDuperDB/superduperdb,SuperDuperDB,superduperdb,2022-12-16 20:18:55 UTC,4560,1513,4365,504
google/gemma.cpp,google,gemma.cpp,2024-02-13 04:36:04 UTC,6098,1567,5884,504
google/gemma_pytorch,google,gemma_pytorch,2024-02-21 04:19:07 UTC,5381,33,5127,509
humanloop/awesome-chatgpt,humanloop,awesome-chatgpt,2022-12-04 12:28:25 UTC,8133,48,7840,510
01-ai/Yi,01-ai,Yi,2023-11-03 16:27:40 UTC,8246,297,7777,510
Lightning-AI/lit-llama,Lightning-AI,lit-llama,2023-03-28 14:21:53 UTC,6153,452,5749,511
jzhang38/TinyLlama,jzhang38,TinyLlama,2023-09-02 08:12:11 UTC,8374,136,8066,516
SoraWebui/SoraWebui,SoraWebui,SoraWebui,2024-02-18 02:09:23 UTC,2538,91,2266,521
lencx/Noi,lencx,Noi,2023-12-10 14:36:38 UTC,7352,84,6971,525
bigcode-project/starcoder,bigcode-project,starcoder,2023-05-04 17:35:38 UTC,7583,27,7162,526
cogentapps/chat-with-gpt,cogentapps,chat-with-gpt,2023-03-06 15:02:58 UTC,2712,130,2261,529
InternLM/InternLM,InternLM,InternLM,2023-07-06 05:06:47 UTC,7116,478,6733,529
zilliztech/GPTCache,zilliztech,GPTCache,2023-04-04 06:45:31 UTC,7439,474,7026,533
apple/ml-ferret,apple,ml-ferret,2023-10-06 22:00:09 UTC,8865,3,8589,535
mshumer/gpt-llm-trainer,mshumer,gpt-llm-trainer,2023-08-09 15:34:25 UTC,4266,10,3943,536
vincelwt/chatgpt-mac,vincelwt,chatgpt-mac,2022-12-01 12:31:32 UTC,6789,12,6318,538
CVHub520/X-AnyLabeling,CVHub520,X-AnyLabeling,2023-05-23 08:14:32 UTC,5370,568,4809,553
LargeWorldModel/LWM,LargeWorldModel,LWM,2024-02-14 02:59:38 UTC,7452,20,7151,553
ai-collection/ai-collection,ai-collection,ai-collection,2023-01-03 06:02:04 UTC,8087,1611,7807,556
pytorch/torchtune,pytorch,torchtune,2024-03-21 17:14:38 UTC,5290,2356,4714,556
Portkey-AI/gateway,Portkey-AI,gateway,2024-01-02 23:40:10 UTC,7181,807,6848,557
mosaicml/llm-foundry,mosaicml,llm-foundry,2023-04-28 22:59:55 UTC,4628,4952,4041,561
vikhyat/moondream,vikhyat,moondream,2023-12-29 00:27:19 UTC,7567,384,7158,561
openai/grok,openai,grok,2021-11-04 17:39:22 UTC,5020,2,4690,563
wong2/chat-gpt-google-extension,wong2,chat-gpt-google-extension,2022-12-04 13:33:24 UTC,8349,146,7897,563
dair-ai/ML-Papers-Explained,dair-ai,ML-Papers-Explained,2023-01-12 19:44:52 UTC,7628,345,7377,584
kyegomez/swarms,kyegomez,swarms,2023-05-11 01:09:01 UTC,4823,3035,4556,585
Canner/WrenAI,Canner,WrenAI,2024-04-09 10:12:45 UTC,6879,4214,6419,586
nebuly-ai/nebullvm,nebuly-ai,nebullvm,2022-02-21 13:21:24 UTC,7743,486,7466,587
jxnl/instructor,jxnl,instructor,2023-08-16 22:05:49 UTC,7129,2149,6661,588
openai-php/client,openai-php,client,2022-09-25 22:08:40 UTC,5680,336,5052,591
nadermx/backgroundremover,nadermx,backgroundremover,2021-05-24 02:49:24 UTC,7410,111,6952,599
skypilot-org/skypilot,skypilot-org,skypilot,2022-07-28 00:10:24 UTC,7543,11584,7059,604
cleanlab/cleanlab,cleanlab,cleanlab,2021-09-15 15:33:35 UTC,8169,1166,7878,629
BloopAI/bloop,BloopAI,bloop,2022-12-11 10:35:39 UTC,9605,4074,9205,634
jina-ai/reader,jina-ai,reader,2024-04-13 19:49:38 UTC,8204,608,7727,640
microsoft/azurechatgpt,microsoft,azurechatgpt,2023-07-27 07:11:25 UTC,5380,51,4939,648
Doriandarko/maestro,Doriandarko,maestro,2024-03-19 20:48:30 UTC,4456,67,4126,649
livekit/agents,livekit,agents,2024-01-18 17:10:54 UTC,5689,4004,4945,681
openchatai/OpenChat,openchatai,OpenChat,2023-05-30 17:26:59 UTC,5440,71,4992,682
lucidrains/PaLM-rlhf-pytorch,lucidrains,PaLM-rlhf-pytorch,2022-12-09 17:53:47 UTC,8114,168,7748,684
vercel-labs/ai,vercel-labs,ai,2023-06-15 16:41:57 UTC,4499,375,3798,686
BlinkDL/ChatRWKV,BlinkDL,ChatRWKV,2023-01-13 08:07:42 UTC,9695,349,9312,702
Codium-ai/pr-agent,Codium-ai,pr-agent,2023-07-06 09:18:20 UTC,6965,2442,6322,703
csunny/DB-GPT,csunny,DB-GPT,2023-04-13 14:52:46 UTC,5646,725,5132,707
run-llama/sec-insights,run-llama,sec-insights,2023-09-05 17:39:53 UTC,2930,84,2385,715
Mooler0410/LLMsPracticalGuide,Mooler0410,LLMsPracticalGuide,2023-04-23 04:58:04 UTC,9776,73,9438,730
k8sgpt-ai/k8sgpt,k8sgpt-ai,k8sgpt,2023-03-24 10:04:21 UTC,6529,6234,6002,740
facebookresearch/ImageBind,facebookresearch,ImageBind,2023-05-09 15:09:58 UTC,8555,18,8062,741
getumbrel/llama-gpt,getumbrel,llama-gpt,2023-08-16 14:17:35 UTC,11522,52,10970,752
Const-me/Whisper,Const-me,Whisper,2023-01-16 16:10:00 UTC,9334,62,8843,763
tmc/langchaingo,tmc,langchaingo,2023-02-18 20:04:55 UTC,6186,863,5758,770
OpenAccess-AI-Collective/axolotl,OpenAccess-AI-Collective,axolotl,2023-05-07 08:40:16 UTC,7048,2239,6478,777
developersdigest/llm-answer-engine,developersdigest,llm-answer-engine,2024-03-07 21:43:22 UTC,5137,56,4739,779
steven2358/awesome-generative-ai,steven2358,awesome-generative-ai,2022-10-20 11:18:18 UTC,7841,268,7301,785
plandex-ai/plandex,plandex-ai,plandex,2024-03-14 13:35:18 UTC,11213,301,10916,786
Shaunwei/RealChar,Shaunwei,RealChar,2023-07-14 10:12:13 UTC,6434,565,6015,787
a16z-infra/ai-getting-started,a16z-infra,ai-getting-started,2023-06-21 05:20:18 UTC,4535,21,4004,791
a16z-infra/ai-town,a16z-infra,ai-town,2023-08-14 17:01:11 UTC,8414,246,7917,793
karpathy/makemore,karpathy,makemore,2022-06-09 19:29:37 UTC,3449,17,2814,802
gventuri/pandas-ai,gventuri,pandas-ai,2023-04-22 13:25:36 UTC,10199,715,9458,809
dair-ai/ML-Course-Notes,dair-ai,ML-Course-Notes,2022-03-18 13:27:47 UTC,6594,36,6081,811
kuafuai/DevOpsGPT,kuafuai,DevOpsGPT,2023-07-20 12:09:33 UTC,6591,218,6282,816
SevaSk/ecoute,SevaSk,ecoute,2023-05-18 00:35:41 UTC,6394,35,5725,846
RayVentura/ShortGPT,RayVentura,ShortGPT,2023-07-11 17:45:46 UTC,6608,192,6101,846
BlinkDL/RWKV-LM,BlinkDL,RWKV-LM,2021-08-08 06:05:27 UTC,13292,651,12825,851
aaamoon/copilot-gpt4-service,aaamoon,copilot-gpt4-service,2023-11-08 09:33:43 UTC,9687,202,9267,851
openai/plugins-quickstart,openai,plugins-quickstart,2023-04-10 17:44:37 UTC,4730,6,4028,852
OpenBMB/XAgent,OpenBMB,XAgent,2023-10-16 03:44:58 UTC,8832,194,8283,862
deepseek-ai/DeepSeek-LLM,deepseek-ai,DeepSeek-LLM,2023-11-29 11:20:20 UTC,6362,26,5662,867
norvig/paip-lisp,norvig,paip-lisp,2018-02-05 22:02:34 UTC,8146,162,7780,869
langfuse/langfuse,langfuse,langfuse,2023-05-25 10:27:57 UTC,9842,13245,8685,884
guoyww/AnimateDiff,guoyww,AnimateDiff,2023-07-11 02:10:41 UTC,11544,52,10717,890
karpathy/minbpe,karpathy,minbpe,2024-02-17 00:04:41 UTC,9586,25,9182,893
microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,microsoft,Mastering-GitHub-Copilot-for-Paired-Programming,2023-11-29 20:41:59 UTC,6010,138,5452,924
VinciGit00/Scrapegraph-ai,VinciGit00,Scrapegraph-ai,2024-02-14 20:43:02 UTC,12846,1023,12322,926
langchain-ai/opengpts,langchain-ai,opengpts,2023-11-06 19:09:13 UTC,7028,450,6390,934
facebookresearch/dinov2,facebookresearch,dinov2,2023-04-17 17:44:59 UTC,10546,51,9586,935
openai/tiktoken,openai,tiktoken,2022-12-15 19:05:24 UTC,13756,70,12837,938
Lightning-AI/lightning,Lightning-AI,lightning,2022-06-15 18:07:58 UTC,8927,22798,6914,939
Stability-AI/StableStudio,Stability-AI,StableStudio,2023-04-21 22:09:17 UTC,9342,74,8732,939
microsoft/promptflow,microsoft,promptflow,2023-09-04 13:01:09 UTC,10733,15763,9804,959
antimatter15/alpaca.cpp,antimatter15,alpaca.cpp,2023-03-16 13:13:44 UTC,10723,55,9887,964
leptonai/search_with_lepton,leptonai,search_with_lepton,2024-01-26 08:07:09 UTC,8390,12,7928,966
yihong0618/bilingual_book_maker,yihong0618,bilingual_book_maker,2023-03-02 01:14:27 UTC,8526,238,8002,967
acheong08/EdgeGPT,acheong08,EdgeGPT,2023-02-09 17:43:21 UTC,8884,496,8140,969
microsoft/UFO,microsoft,UFO,2024-02-09 16:01:32 UTC,7065,656,6890,970
mlc-ai/web-llm,mlc-ai,web-llm,2023-04-15 02:09:11 UTC,14779,621,14209,977
go-skynet/LocalAI,go-skynet,LocalAI,2023-04-19 16:43:11 UTC,12229,1580,11489,988
togethercomputer/OpenChatKit,togethercomputer,OpenChatKit,2023-03-10 18:37:41 UTC,9352,175,8681,1008
openai/shap-e,openai,shap-e,2023-05-05 00:24:41 UTC,12181,11,11426,1009
chidiwilliams/buzz,chidiwilliams,buzz,2022-09-24 13:43:24 UTC,14163,2103,13390,1015
Stability-AI/StableLM,Stability-AI,StableLM,2023-04-19 15:11:27 UTC,15720,24,15070,1034
a16z-infra/companion-app,a16z-infra,companion-app,2023-07-11 06:09:50 UTC,6409,16,5686,1046
facebookresearch/AnimatedDrawings,facebookresearch,AnimatedDrawings,2023-02-17 17:30:39 UTC,12508,106,11811,1052
yetone/openai-translator,yetone,openai-translator,2023-03-04 05:19:08 UTC,15570,499,15000,1052
anthropics/anthropic-cookbook,anthropics,anthropic-cookbook,2023-08-28 23:25:02 UTC,10872,136,10244,1069
facebookresearch/llama-recipes,facebookresearch,llama-recipes,2023-07-18 15:54:53 UTC,8454,298,7593,1072
spring-projects/spring-ai,spring-projects,spring-ai,2023-11-17 21:06:17 UTC,4743,1591,3651,1079
PawanOsman/ChatGPT,PawanOsman,ChatGPT,2022-12-06 16:39:12 UTC,6426,68,6647,1080
chathub-dev/chathub,chathub-dev,chathub,2023-03-09 07:07:43 UTC,11346,561,9967,1104
ShishirPatil/gorilla,ShishirPatil,gorilla,2023-05-25 09:36:40 UTC,12204,612,11456,1107
e2b-dev/awesome-ai-agents,e2b-dev,awesome-ai-agents,2023-06-21 23:02:05 UTC,15352,306,14871,1123
databrickslabs/dolly,databrickslabs,dolly,2023-03-24 17:51:37 UTC,11264,41,10417,1136
QwenLM/Qwen,QwenLM,Qwen,2023-09-25 03:08:57 UTC,14623,167,13151,1151
abetlen/llama-cpp-python,abetlen,llama-cpp-python,2023-03-23 19:51:11 UTC,10646,1503,8481,1152
vanna-ai/vanna,vanna-ai,vanna,2023-08-05 02:06:44 UTC,14068,354,13340,1179
LouisShark/chatgpt_system_prompt,LouisShark,chatgpt_system_prompt,2023-11-01 12:35:06 UTC,9020,344,8487,1203
openai/triton,openai,triton,2021-07-27 20:47:07 UTC,12139,6874,10932,1265
Chainlit/chainlit,Chainlit,chainlit,2023-05-15 09:02:07 UTC,9787,2054,8404,1303
steven-tey/novel,steven-tey,novel,2023-06-16 17:23:04 UTC,14494,232,13660,1337
h2oai/h2ogpt,h2oai,h2ogpt,2023-04-19 04:33:14 UTC,12498,7433,11457,1379
intel-analytics/BigDL,intel-analytics,BigDL,2016-12-30 14:05:45 UTC,6177,7173,5414,1389
khoj-ai/khoj,khoj-ai,khoj,2023-06-21 07:10:44 UTC,25606,2934,24914,1414
embedchain/embedchain,embedchain,embedchain,2023-06-21 12:51:39 UTC,9849,1092,8763,1445
danswer-ai/danswer,danswer-ai,danswer,2023-04-29 05:45:31 UTC,11516,8005,10448,1448
Nutlope/roomGPT,Nutlope,roomGPT,2023-03-02 16:53:29 UTC,10868,87,9918,1449
cocktailpeanut/dalai,cocktailpeanut,dalai,2023-03-12 20:07:33 UTC,14197,82,12620,1455
mudler/LocalAI,mudler,LocalAI,2023-10-26 16:42:24 UTC,19290,4177,18029,1524
Sanster/lama-cleaner,Sanster,lama-cleaner,2021-11-15 14:16:41 UTC,15435,266,14495,1547
qdrant/qdrant,qdrant,qdrant,2020-10-27 12:52:07 UTC,22906,12095,21719,1613
upscayl/upscayl,upscayl,upscayl,2022-08-26 04:30:30 UTC,34934,828,33698,1619
alibaba/Chat2DB,alibaba,Chat2DB,2023-04-04 06:11:09 UTC,9513,830,8494,1648
mlc-ai/mlc-llm,mlc-ai,mlc-llm,2023-04-29 02:57:38 UTC,20975,3343,19437,1648
janhq/jan,janhq,jan,2023-09-05 03:20:03 UTC,28462,7470,27335,1670
karfly/chatgpt_telegram_bot,karfly,chatgpt_telegram_bot,2022-12-05 03:50:11 UTC,5419,93,4222,1695
getcursor/cursor,getcursor,cursor,2023-03-12 00:19:43 UTC,33458,131,27850,1721
chat2db/Chat2DB,chat2db,Chat2DB,2023-06-20 14:05:28 UTC,16003,1814,14723,1779
paul-gauthier/aider,paul-gauthier,aider,2023-05-09 18:57:50 UTC,20792,2707,19207,1876
llmware-ai/llmware,llmware-ai,llmware,2023-10-02 20:50:18 UTC,11162,999,10930,1905
dair-ai/ML-YouTube-Courses,dair-ai,ML-YouTube-Courses,2021-06-25 10:16:39 UTC,17355,95,16359,1946
jerryjliu/llama_index,jerryjliu,llama_index,2023-03-12 23:42:18 UTC,17405,3318,14880,1952
sunner/ChatALL,sunner,ChatALL,2023-03-18 06:58:00 UTC,16030,993,14762,1974
stanford-oval/storm,stanford-oval,storm,2024-04-09 00:01:41 UTC,23164,124,22232,1994
microsoft/JARVIS,microsoft,JARVIS,2023-03-31 02:00:35 UTC,24352,80,23270,2035
karpathy/llama2.c,karpathy,llama2.c,2023-07-23 15:53:58 UTC,18767,240,17680,2063
Avaiga/taipy,Avaiga,taipy,2022-04-07 14:03:32 UTC,18173,5315,17669,2087
miurla/morphic,miurla,morphic,2024-04-08 15:03:48 UTC,8006,350,6775,2121
transitive-bullshit/chatgpt-api,transitive-bullshit,chatgpt-api,2022-12-03 00:05:10 UTC,16979,542,15446,2179
EleutherAI/lm-evaluation-harness,EleutherAI,lm-evaluation-harness,2020-12-22 20:09:01 UTC,9919,2618,7888,2199
tloen/alpaca-lora,tloen,alpaca-lora,2023-03-13 21:52:37 UTC,19876,135,18084,2213
joaomdmoura/crewAI,joaomdmoura,crewAI,2023-12-19 14:06:28 UTC,18121,851,16254,2287
deepset-ai/haystack,deepset-ai,haystack,2019-11-14 09:56:01 UTC,21177,16905,19336,2351
BerriAI/litellm,BerriAI,litellm,2023-07-27 00:09:53 UTC,20673,20197,17830,2366
unslothai/unsloth,unslothai,unsloth,2023-11-29 16:50:11 UTC,34011,3657,31590,2388
photoprism/photoprism,photoprism,photoprism,2018-01-27 12:00:15 UTC,39474,9003,37815,2405
mendableai/firecrawl,mendableai,firecrawl,2024-04-16 16:56:33 UTC,29302,2565,28128,2429
joonspk-research/generative_agents,joonspk-research,generative_agents,2023-08-05 10:04:47 UTC,19510,5,18208,2434
phidatahq/phidata,phidatahq,phidata,2022-05-04 15:19:20 UTC,19042,3451,17637,2455
CopilotKit/CopilotKit,CopilotKit,CopilotKit,2023-12-06 15:31:42 UTC,17152,3829,16293,2580
jina-ai/jina,jina-ai,jina,2020-04-28 10:23:56 UTC,23224,21979,22737,2606
stitionai/devika,stitionai,devika,2024-03-21 04:45:25 UTC,20957,87,19056,2612
yoheinakajima/babyagi,yoheinakajima,babyagi,2023-04-03 13:30:18 UTC,21960,148,20317,2720
microsoft/unilm,microsoft,unilm,2019-09-30 11:21:03 UTC,23157,878,20834,2774
microsoft/visual-chatgpt,microsoft,visual-chatgpt,2023-03-09 03:49:27 UTC,31123,55,29478,2779
openai/evals,openai,evals,2023-03-14 16:51:14 UTC,17010,817,14925,2780
StanGirard/quivr,StanGirard,quivr,2023-05-14 20:12:59 UTC,28529,3079,26843,2936
karpathy/llm.c,karpathy,llm.c,2024-04-08 19:47:16 UTC,26239,606,24824,2939
modularml/mojo,modularml,mojo,2023-05-02 16:37:57 UTC,26281,3643,23753,2992
danielmiessler/fabric,danielmiessler,fabric,2024-01-03 23:18:32 UTC,30862,1449,29095,3030
microsoft/qlib,microsoft,qlib,2020-08-14 06:46:02 UTC,18669,1780,17301,3100
Bin-Huang/chatbox,Bin-Huang,chatbox,2023-03-06 12:22:17 UTC,35108,340,32263,3251
meta-llama/llama3,meta-llama,llama3,2024-04-18 16:00:29 UTC,29994,29,27541,3270
Pythagora-io/gpt-pilot,Pythagora-io,gpt-pilot,2023-08-16 11:56:11 UTC,34316,1115,32531,3320
run-llama/llama_index,run-llama,llama_index,2023-10-02 17:10:48 UTC,22690,7235,17799,3348
JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,Mr.-Ranedeer-AI-Tutor,2023-03-31 16:31:14 UTC,30782,118,29338,3388
LAION-AI/Open-Assistant,LAION-AI,Open-Assistant,2022-12-17 22:51:49 UTC,39436,3439,37269,3630
KillianLucas/open-interpreter,KillianLucas,open-interpreter,2023-07-19 20:05:01 UTC,43401,980,41385,3662
microsoft/semantic-kernel,microsoft,semantic-kernel,2023-03-01 21:15:59 UTC,25958,8680,23155,3720
openai/openai-python,openai,openai-python,2020-10-25 23:23:55 UTC,28557,2447,24522,3800
openai/chatgpt-retrieval-plugin,openai,chatgpt-retrieval-plugin,2023-03-23 16:59:43 UTC,22955,93,20136,3885
tatsu-lab/stanford_alpaca,tatsu-lab,stanford_alpaca,2023-03-13 15:38:51 UTC,31371,23,28861,4023
ggerganov/whisper.cpp,ggerganov,whisper.cpp,2022-09-25 20:11:03 UTC,40203,1524,37103,4065
danny-avila/LibreChat,danny-avila,LibreChat,2023-06-05 18:12:00 UTC,24576,4198,21539,4454
lm-sys/FastChat,lm-sys,FastChat,2023-03-30 19:48:58 UTC,40971,1987,37214,4782
mlabonne/llm-course,mlabonne,llm-course,2023-06-17 22:16:26 UTC,48473,79,46490,4898
acheong08/ChatGPT,acheong08,ChatGPT,2022-12-03 14:35:25 UTC,32233,1328,28813,4947
PublicAffairs/openai-gemini,PublicAffairs,openai-gemini,2024-02-21 00:48:37 UTC,5325,47,1302,5017
hpcaitech/ColossalAI,hpcaitech,ColossalAI,2021-10-30 01:00:27 UTC,42749,4643,40545,5020
rasbt/LLMs-from-scratch,rasbt,LLMs-from-scratch,2023-07-23 19:19:01 UTC,42753,908,40181,5459
mindsdb/mindsdb,mindsdb,mindsdb,2018-12-10 18:48:56 UTC,30375,13889,28095,5632
oobabooga/text-generation-webui,oobabooga,text-generation-webui,2022-12-21 04:17:38 UTC,48654,3859,41823,5777
vllm-project/vllm,vllm-project,vllm,2023-06-20 03:13:37 UTC,47930,7199,39239,6178
microsoft/autogen,microsoft,autogen,2023-08-18 04:13:15 UTC,44488,11539,39803,6218
geekan/MetaGPT,geekan,MetaGPT,2023-06-30 09:04:56 UTC,54043,1112,50978,6321
lencx/ChatGPT,lencx,ChatGPT,2022-12-07 09:43:03 UTC,60858,424,56171,6488
microsoft/AI-For-Beginners,microsoft,AI-For-Beginners,2021-03-03 16:27:37 UTC,39870,254,35464,6603
AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,2023-06-06 12:28:51 UTC,50075,695,45713,6851
hwchase17/langchain,hwchase17,langchain,2022-10-22 23:50:43 UTC,58907,6486,52612,7034
ray-project/ray,ray-project,ray,2016-09-17 07:04:56 UTC,44711,36663,38054,7328
nomic-ai/gpt4all,nomic-ai,gpt4all,2023-03-28 21:31:36 UTC,77019,3180,70802,8039
openai/whisper,openai,whisper,2022-09-16 20:24:24 UTC,81368,190,75800,9458
ggerganov/llama.cpp,ggerganov,llama.cpp,2023-03-10 18:58:01 UTC,82854,8751,75078,9635
mckaywrigley/chatbot-ui,mckaywrigley,chatbot-ui,2023-03-11 11:09:43 UTC,36317,593,29994,9705
reworkd/AgentGPT,reworkd,AgentGPT,2023-04-09 02:07:11 UTC,39635,2315,32193,10076
open-webui/open-webui,open-webui,open-webui,2024-02-17 07:11:25 UTC,80579,5134,72981,10102
openai/openai-cookbook,openai,openai-cookbook,2022-06-03 18:04:24 UTC,67311,1496,60352,10472
langchain-ai/langchain,langchain-ai,langchain,2023-06-03 19:05:51 UTC,64403,18831,49574,10670
hankcs/HanLP,hankcs,HanLP,2015-03-27 07:42:05 UTC,41685,1498,37322,11811
langgenius/dify,langgenius,dify,2023-05-03 11:22:25 UTC,84999,16919,78040,12081
xtekky/gpt4free,xtekky,gpt4free,2023-04-18 11:24:37 UTC,74841,1299,66806,15026
f/awesome-chatgpt-prompts,f,awesome-chatgpt-prompts,2022-12-05 13:54:14 UTC,127688,472,118987,16347
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,2023-09-22 22:49:31 UTC,42893,8363,29379,18017
FlowiseAI/Flowise,FlowiseAI,Flowise,2023-04-10 19:30:02 UTC,50873,2572,34782,19985
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,2023-10-26 20:50:13 UTC,100451,340,73104,37494
ggerganov/llama.cpp.com,ggerganov,llama.cpp.com,,0,0,0,0
apps/beautiful-igor-bot,apps,beautiful-igor-bot,,0,0,0,0
HyperCrowd-OpenSource/deepfail,HyperCrowd-OpenSource,deepfail,2022-01-07 04:16:35 UTC,1,3,0,0
neontomo/adapt-or-die,neontomo,adapt-or-die,2022-12-29 17:24:27 UTC,1,30,0,0
mamacker/chatgpthelpers,mamacker,chatgpthelpers,2023-02-28 23:12:08 UTC,1,2,0,0
ctate/superba,ctate,superba,2023-09-22 05:34:08 UTC,1,20,0,0
franzenzenhofer/flapimoji,franzenzenhofer,flapimoji,2023-10-09 21:39:00 UTC,1,25,0,0
derwiki/game-assistant,derwiki,game-assistant,2023-11-15 08:27:38 UTC,1,4,0,0
cyberiums/determiner,cyberiums,determiner,2023-12-05 22:51:19 UTC,1,5,0,0
BackslashDev-LLC/img-to-json,BackslashDev-LLC,img-to-json,2024-02-12 21:47:51 UTC,1,6,0,0
bypirob/hint,bypirob,hint,2024-03-23 10:55:49 UTC,1,0,0,0
brettdidonato/BSD_Evals,brettdidonato,BSD_Evals,2024-04-08 16:22:00 UTC,1,3,0,0
obaid/chatgpt-app,obaid,chatgpt-app,2022-12-13 17:57:33 UTC,2,2,0,1
shellordie/commaai_speed_challenge,shellordie,commaai_speed_challenge,2023-10-23 14:39:24 UTC,2,0,0,1
another-ai/card-game,another-ai,card-game,2022-12-02 11:26:32 UTC,2,0,1,0
gmcgoldr/ait,gmcgoldr,ait,2023-03-12 04:39:44 UTC,2,6,1,0
saiyan86/codeRating,saiyan86,codeRating,2023-03-23 04:25:50 UTC,3,1,1,0
mkagenius/deskchat_app,mkagenius,deskchat_app,2023-03-29 09:02:41 UTC,2,3,1,0
deanandreakis/chatgptcmdline,deanandreakis,chatgptcmdline,2023-04-05 22:44:00 UTC,2,17,1,0
adriancooney/prompt,adriancooney,prompt,2023-05-22 22:10:37 UTC,4,6,1,0
e-cal/askgpt,e-cal,askgpt,2023-05-27 19:47:34 UTC,2,72,1,0
yaozhiwang/prompt-hist,yaozhiwang,prompt-hist,2023-06-04 10:22:47 UTC,2,2,1,0
lowczarc/ai-tests,lowczarc,ai-tests,2023-07-24 13:31:11 UTC,2,10,1,0
fafrd/summarize,fafrd,summarize,2023-10-19 01:04:56 UTC,2,20,1,0
kunaljaydesai/ai-wrapped,kunaljaydesai,ai-wrapped,2023-12-27 05:31:34 UTC,1,5,1,0
osman144/chatgpt-code-modal-extension,osman144,chatgpt-code-modal-extension,2024-01-09 22:49:31 UTC,2,3,1,0
1B05H1N/openai-readme-generator-for-scripts,1B05H1N,openai-readme-generator-for-scripts,2024-01-14 18:08:35 UTC,2,3,1,0
mrtksn/TaskSequencer,mrtksn,TaskSequencer,2024-01-27 14:24:36 UTC,2,8,1,0
tylerb1/clave,tylerb1,clave,2024-02-27 14:54:25 UTC,2,5,1,0
baalimago/goai,baalimago,goai,2024-03-03 12:36:03 UTC,2,12,1,0
Oseni03/Unified-AI-Assist,Oseni03,Unified-AI-Assist,2024-04-06 12:49:24 UTC,2,19,1,0
luanjunyi/open_ai_cmd,luanjunyi,open_ai_cmd,2023-03-23 18:57:09 UTC,3,14,1,1
smallulator/terminalAI,smallulator,terminalAI,2023-03-30 14:07:42 UTC,1,0,1,1
mwmeyer/DODA,mwmeyer,DODA,2024-02-29 13:17:01 UTC,3,1,1,1
tamotam-com/tamotam-website,tamotam-com,tamotam-website,2021-06-29 16:49:59 UTC,3,21,2,0
nlptechbook/MultiSeq2seqTransformerNLP,nlptechbook,MultiSeq2seqTransformerNLP,2022-08-14 14:26:22 UTC,3,5,2,0
domeccleston/chatgpt-extension,domeccleston,chatgpt-extension,2022-12-04 19:52:03 UTC,3,10,2,0
TTreads/ChatGPT-Mac,TTreads,ChatGPT-Mac,2022-12-28 09:46:30 UTC,3,0,2,0
aileftech/jpromptmanager,aileftech,jpromptmanager,2023-02-28 11:55:20 UTC,3,11,2,0
paulfranceschi/taxonomy-of-concepts-for-AI,paulfranceschi,taxonomy-of-concepts-for-AI,2023-03-01 14:59:02 UTC,3,89,2,0
